Description,Avg PF,Current (B),Current (N),Current (R),Current (Y),V B-R,V R-Y,V Y-B,kVA,kVAh,kW (Total),kWh,Date
23:53,0.89,8.02,4.15,6.47,6.75,381.88,384.91,379.47,4696,89795.64,4.08,82280.61,Wed Aug 23 2023
23:38,0.89,6.26,3.31,5.51,6.76,382.05,385.33,379.64,4086,89794.59,3.54,82279.68,Wed Aug 23 2023
23:23,0.89,6.1,3.02,8.87,8.23,381.55,383.92,379.34,5095,89793.47,4.35,82278.71,Wed Aug 23 2023
23:08,0.94,10.39,5.72,9.29,9.32,376.62,379.39,374.09,6102,89792.21,5.57,82277.57,Wed Aug 23 2023
22:53,0.94,10.44,6.51,10.87,7.05,377.53,380.13,375.35,6211.5,89790.67,5.7,82276.11,Wed Aug 23 2023
22:38,0.93,10.31,5.47,10.22,8.21,373.55,376.95,370.92,6223,89789.11,5.66,82274.68,Wed Aug 23 2023
22:23,0.94,10.38,6.18,9.88,8.2,373.85,376.47,371.35,6171.5,89787.61,5.64,82273.24,Wed Aug 23 2023
22:08,0.96,8.78,6.75,11.31,6.43,382.69,384.86,381.05,5861,89786.12,5.49,82271.87,Wed Aug 23 2023
21:53,0.95,8.76,5.98,8.78,5.79,384.16,387.11,381.43,5104,89784.85,5,82270.62,Wed Aug 23 2023
21:38,0.94,8.76,6.31,5.24,6.33,383.86,386.83,381.39,4417,89783.61,4.12,82269.44,Wed Aug 23 2023
21:23,0.95,12.16,9.72,15.53,8.2,376.57,378.83,374.87,7898.5,89782.06,7.28,82267.97,Wed Aug 23 2023
21:08,0.92,10.46,5.68,8.71,7.14,378.23,381.45,375.54,5742,89780.38,5.24,82266.39,Wed Aug 23 2023
20:53,0.96,9.48,7.17,5.19,4.86,382.09,385.4,379.41,4315,89779.13,4.05,82265.21,Wed Aug 23 2023
20:38,0.98,9.47,6.8,3.99,6.1,380.77,383.59,377.98,4317,89777.88,4.18,82263.99,Wed Aug 23 2023
20:23,0.93,10.35,6.07,8.52,8.22,378,381.52,375.28,5921.5,89776.52,5.36,82262.73,Wed Aug 23 2023
20:08,0.92,10.65,5.34,8.85,8.13,379.42,377.26,378.57,6047.5,89775.19,5.46,82261.51,Wed Aug 23 2023
19:53,0.91,10.47,7.22,7.9,10.39,372.45,371.45,372.44,5723,89773.79,5.21,82260.2,Wed Aug 23 2023
19:38,0.93,10.61,5.1,9.22,8.14,375.28,373.46,374.76,5957,89772.37,5.43,82258.9,Wed Aug 23 2023
19:23,0,0,5.25,0,0,370.69,369.7,369.96,0,89771.03,0,82257.67,Wed Aug 23 2023
19:08,0.92,10.4,7.58,5.3,8.26,371.26,374.6,367.84,5177.5,89769.66,4.66,82256.39,Wed Aug 23 2023
18:54,0,10.67,6.45,6.57,7.14,373.22,375.9,370.49,5277,89768.26,4.81,82255.13,Wed Aug 23 2023
18:38,0.93,6.26,9.51,15.23,7.18,377.17,379.35,374.5,5869.5,89766.75,5.5,82253.73,Wed Aug 23 2023
18:23,0.93,6.21,9.23,15.18,7.44,373.27,375.37,370.78,6220.5,89765.23,5.61,82252.31,Wed Aug 23 2023
18:08,0.92,4.39,4.56,8.48,8.92,387.15,390.13,383.9,4017.5,89763.99,3.51,82251.16,Wed Aug 23 2023
17:53,0.96,4.67,5.35,7.31,2.29,391.43,393.74,388.33,3233,89763.13,3.04,82250.35,Wed Aug 23 2023
17:38,0.97,4.66,6.9,11.88,5.08,385.43,387.26,382.45,4820.5,89762.12,4.5,82249.42,Wed Aug 23 2023
17:23,0.96,6.93,6.8,11.76,6.3,387.19,389.31,384.38,5575.5,89760.44,5.15,82247.84,Wed Aug 23 2023
17:08,0.85,6.13,1.08,7.25,8.31,383.36,386.75,380.36,4805.5,89759.07,4,82246.6,Wed Aug 23 2023
16:53,0.88,6.14,1.44,7.21,9.21,377.15,379.98,373.58,4790,89757.95,4.05,82245.64,Wed Aug 23 2023
16:38,0.89,8.61,3.27,8.46,7.03,377.52,380.34,374.39,5285,89756.69,4.66,82244.51,Wed Aug 23 2023
16:23,0.86,6.14,2.67,8.62,7.09,379.8,382.3,376.01,4802,89755.52,4.05,82243.48,Wed Aug 23 2023
16:08,0.85,6.18,2.61,9.84,8.29,382.79,385.3,379.74,5374,89754.3,4.49,82242.44,Wed Aug 23 2023
15:53,0.85,6.16,2.49,9.74,8.31,383.38,386.21,379.93,5355.5,89753.19,4.47,82241.49,Wed Aug 23 2023
15:39,0.87,6.12,1.05,7.59,8.27,376.28,378.61,372.73,4765.5,89752.04,4.05,82240.48,Wed Aug 23 2023
15:24,0.87,6.15,2.27,7.91,7.17,379.31,381.95,376.44,4576,89750.85,3.89,82239.47,Wed Aug 23 2023
15:09,0.87,6.15,1.05,7.75,8.37,374.03,376.75,370.93,4812.5,89749.69,4.1,82238.44,Wed Aug 23 2023
14:54,0.95,11,7.05,7.59,6.79,371.32,373.86,368.71,5397.5,89748.55,5.02,82237.42,Wed Aug 23 2023
14:39,0.94,11.07,5.87,9.67,5.65,371.74,375.63,369.82,5693.5,89747.18,5.28,82236.12,Wed Aug 23 2023
14:24,0.92,10.53,4.67,9.5,8.4,375.56,379.85,373.37,6167.5,89745.69,5.58,82234.75,Wed Aug 23 2023
14:09,0.95,8.83,5.89,9.5,5.2,379.3,382.05,377.6,5150,89744.36,4.83,82233.48,Wed Aug 23 2023
13:54,0.95,8.8,5.84,9.47,5.21,378.63,382.07,376.59,5098,89743.06,4.82,82232.25,Wed Aug 23 2023
13:39,0.93,12.57,11.83,16.98,8.21,378.42,381.55,376.88,8205,89741.35,7.41,82230.63,Wed Aug 23 2023
13:24,0.91,10.46,4.67,9.97,8.32,378.62,383.46,377.48,6327,89739.48,5.69,82228.86,Wed Aug 23 2023
13:09,0.9,10.54,4.58,9.25,8.27,383.89,386.16,381.56,6202,89737.98,5.53,82227.48,Wed Aug 23 2023
12:54,0.92,10.47,4.73,8.89,8.25,371.1,374.15,369.09,5923,89736.47,5.36,82226.1,Wed Aug 23 2023
12:39,0.9,12.94,6.36,10.4,8.32,375.42,379.17,373.52,6843.5,89734.94,6.12,82224.69,Wed Aug 23 2023
12:24,0.91,10.51,3.83,10.39,8.3,373.79,376.55,371.8,6319,89733.41,5.69,82223.3,Wed Aug 23 2023
12:09,0.91,12.74,6.87,9.75,8.3,372.29,374.87,370.25,6611,89731.85,5.96,82221.86,Wed Aug 23 2023
11:54,0.96,11.03,8.74,6.03,6.74,370.11,369,370.54,5058.5,89730.42,4.68,82220.54,Wed Aug 23 2023
11:39,0.94,11.06,8.08,5.26,6.75,365.24,363.75,365.5,4865,89729.13,4.49,82219.32,Wed Aug 23 2023
11:24,0.95,10.65,6.88,13.89,8.54,365.38,363.13,365.95,6956,89727.62,6.49,82217.89,Wed Aug 23 2023
11:09,0.92,10.78,5.49,7.34,8.24,362.26,360.7,361.52,5509,89726.02,5.01,82216.39,Wed Aug 23 2023
10:54,0.91,6.32,1.25,7.34,9.66,364.89,362.96,365.03,4914.5,89724.87,4.37,82215.38,Wed Aug 23 2023
10:39,0.91,4.32,3.97,8.99,6.2,365.1,363.1,364.58,4099.5,89723.82,3.62,82214.43,Wed Aug 23 2023
10:24,0.95,8.64,4.94,7.07,6.6,360.78,360.83,361,4646,89722.8,4.36,82213.49,Wed Aug 23 2023
10:09,0.92,10.19,4.31,8.54,8.12,366.28,369.98,363.91,5885.5,89721.63,5.29,82212.38,Wed Aug 23 2023
09:54,0.97,10.26,5.18,15.19,10.86,365.87,369.53,364.76,7711.5,89719.92,7.38,82210.75,Wed Aug 23 2023
09:39,0.98,8.77,3.27,12.8,10.32,370.7,373.27,369.48,0,89717.98,0,82208.88,Wed Aug 23 2023
09:24,0.97,10.42,8.42,17.56,9.85,375.82,378.91,374.61,8221,89715.98,7.89,82206.94,Wed Aug 23 2023
09:09,0.95,10.29,8.43,16.1,7.66,356.76,359.63,355.53,7083,89713.94,6.74,82204.98,Wed Aug 23 2023
08:54,0.99,9.13,9.05,11.47,3.6,357.39,360.69,356.18,5011,89712.42,4.86,82203.51,Wed Aug 23 2023
08:39,0.99,9.28,6.89,13.74,6.53,361.35,364.57,359.77,6172.5,89710.88,6.1,82202.01,Wed Aug 23 2023
08:24,0.95,10.2,0.45,10.7,10.78,360.31,365.36,358.33,5709.5,89709.31,6.24,82200.49,Wed Aug 23 2023
08:09,0.96,8.72,1.48,7.4,9.18,370.51,373.09,367.76,5397.5,89707.88,5.19,82199.13,Wed Aug 23 2023
07:54,0.95,8.61,8.14,4.41,12.53,369.41,372.79,366.33,5479,89706.37,5.11,82197.7,Wed Aug 23 2023
07:39,0.95,10.39,2.75,8.96,12.05,370.9,373.41,368.02,6727,89704.81,6.33,82196.22,Wed Aug 23 2023
07:24,0.96,10.38,3.32,7.97,10.99,361.37,364.45,358.68,6121,89703.25,5.84,82194.73,Wed Aug 23 2023
07:09,0.95,10.37,3.13,8.08,10.93,372.16,375.39,369.57,6326,89701.87,6.01,82193.43,Wed Aug 23 2023
06:54,0.95,10.25,3.18,8.07,12.2,374.17,377.53,371.16,6626,89700.3,6.13,82191.93,Wed Aug 23 2023
06:39,0.95,10.44,1.21,9.93,10.98,373.6,376.19,370.78,6764,89698.76,6.39,82190.47,Wed Aug 23 2023
06:24,0.95,10.51,1.09,10.19,11.07,371.28,374.18,368.64,6775.5,89697.13,6.4,82188.94,Wed Aug 23 2023
06:09,0.91,7.75,2.13,8.66,11.07,375.4,377.79,371.76,5935,89695.75,5.53,82187.64,Wed Aug 23 2023
05:54,0.96,4.53,5.14,6.98,2.21,375.44,378.78,372.16,3001,89694.81,2.84,82186.77,Wed Aug 23 2023
05:39,0.93,4.58,3.26,8.25,4.8,379.44,383.44,376.96,3712,89694,3.57,82186,Wed Aug 23 2023
05:24,0.85,4.26,1.85,6.96,6.39,379.85,382.84,376.94,3817.5,89693.1,3.19,82185.2,Wed Aug 23 2023
05:09,0.88,4.28,2.57,4.64,3.71,384.34,386.82,380.7,2790.5,89692.13,2.4,82184.37,Wed Aug 23 2023
04:54,0.86,4.27,1.34,4.66,6.46,382.04,384.77,378.74,3374.5,89691.25,2.76,82183.63,Wed Aug 23 2023
04:39,0.84,6.01,2.72,9.81,8.2,385.37,387.86,381.65,5360,89690.28,4.41,82182.79,Wed Aug 23 2023
04:24,0.86,4.29,2.13,7.31,6.25,385.02,387.99,382.06,3972.5,89689.36,3.34,82182,Wed Aug 23 2023
04:09,0.94,4.3,3.18,3.86,9.26,386.21,388.45,382.08,3861,89688.21,3.51,82180.97,Wed Aug 23 2023
03:54,0.91,5.99,2.52,6.23,11.05,382.85,385.47,378.99,5138,89687.07,4.59,82179.92,Wed Aug 23 2023
03:39,0.94,4.28,2.83,5.04,8.08,383.85,386.76,380.83,3869.5,89685.88,3.54,82178.83,Wed Aug 23 2023
03:24,0.93,4.3,4.64,5.08,10.59,384.08,386.51,380.25,4138,89684.62,3.75,82177.71,Wed Aug 23 2023
03:09,0.91,6.09,3.02,7.6,11.06,383.23,385.16,379.21,5441,89683.45,4.87,82176.62,Wed Aug 23 2023
02:54,0.93,6.35,3.01,7.11,10.77,383.2,385.51,379.68,5313.5,89682.23,4.92,82175.5,Wed Aug 23 2023
02:39,0.96,4.64,3.12,3.52,7.92,383.52,386.04,379.28,3524.5,89681.12,3.38,82174.44,Wed Aug 23 2023
02:24,0.84,6.11,1.26,8.5,8.86,383.51,386.71,381.07,5112.5,89680.08,4.21,82173.53,Wed Aug 23 2023
02:09,0.85,4.33,0.84,5.93,6.21,388.8,390.73,385.53,3760.5,89679.07,3.13,82172.68,Wed Aug 23 2023
01:54,0.85,6.11,2.57,8.56,7.15,385.49,388.75,382.83,4873,89677.96,4.05,82171.74,Wed Aug 23 2023
01:39,0.84,6.17,1.81,8.54,7.9,386.28,388.44,382.67,5181.5,89676.94,4.29,82170.87,Wed Aug 23 2023
01:25,0.86,4.3,1.3,4.68,5.13,388.38,391.43,384.59,3163,89675.83,2.65,82169.92,Wed Aug 23 2023
01:10,0.84,6.23,3.51,9.69,7.14,388.43,390.61,385.27,5144,89674.7,4.27,82168.96,Wed Aug 23 2023
00:55,0.87,6.21,4.64,11.8,8.51,387.31,390,384.51,5950.5,89673.41,5.07,82167.84,Wed Aug 23 2023
00:40,0.9,4.34,3.18,8.08,6.24,388.42,390.59,384.8,4187.5,89672.34,3.61,82166.9,Wed Aug 23 2023
00:25,0.88,6.29,2.98,9.47,8.42,386.51,389.12,384.36,0,89671.16,0,82165.85,Wed Aug 23 2023
00:10,0.88,6.24,2.87,8.59,8.3,389.86,392.43,386.97,5208,89670,4.39,82164.83,Wed Aug 23 2023
23:51,0.89,6.28,2.29,8.26,6.82,388.61,390.91,385.42,4789.5,89917.75,4.15,82392.62,Thu Aug 24 2023
23:36,0.86,8.63,6.06,8.24,5.7,387.51,390.34,384.44,5047,89916.62,4.19,82391.63,Thu Aug 24 2023
23:21,0.86,6.02,2.44,9.28,8.22,384.72,387.63,381.64,5212.5,89915.44,4.36,82390.61,Thu Aug 24 2023
23:07,0.87,6.1,2.9,8.3,7.15,383.21,386.35,380.18,4762.5,89914.21,4.04,82389.55,Thu Aug 24 2023
22:52,0.93,10.58,5.75,10.23,8.33,381.74,384.7,380.88,6439.5,89912.92,5.83,82388.39,Thu Aug 24 2023
22:37,0.94,8.85,5.34,8.07,5.17,383.6,387.17,381.14,4886.5,89911.49,4.54,82387.07,Thu Aug 24 2023
22:22,0.94,8.82,4.2,8.09,7.21,380.12,383.55,377.75,5013,89910.12,4.63,82385.76,Thu Aug 24 2023
22:07,0.92,10.63,4.67,10.75,8.84,382.33,386.14,379.53,6744,89908.7,5.78,82384.46,Thu Aug 24 2023
21:52,0.93,10.58,6.43,10.48,7.18,382.78,386.13,379.46,6211.5,89907.25,5.71,82383.09,Thu Aug 24 2023
21:37,0.93,10.62,5.84,10.49,8.32,382.34,385.08,379.79,6492,89905.71,5.89,82381.67,Thu Aug 24 2023
21:22,0.94,10.51,6.38,9.43,8.33,378.54,381.84,375.99,6182,89904.2,5.62,82380.27,Thu Aug 24 2023
21:07,0.93,10.6,6.3,8.31,8.39,378.16,381.3,375.51,5937,89902.71,5.41,82378.87,Thu Aug 24 2023
20:52,0.96,11.15,9.06,6.69,5.78,378.18,382.2,376.05,5169.5,89901.29,4.79,82377.54,Thu Aug 24 2023
20:37,1,9.59,12.66,15.9,3.61,377.77,380.48,376.14,6363,89899.82,6.16,82376.12,Thu Aug 24 2023
20:22,0.94,8.69,4.61,10.13,6.3,375.98,379.5,373.98,5409,89898.41,5.04,82374.75,Thu Aug 24 2023
20:07,0.95,13.2,9.38,17.56,8.25,373.77,377.41,372.27,8417,89896.84,7.88,82373.29,Thu Aug 24 2023
19:52,0.93,13.41,7,9.75,8.22,371.07,370.24,370.37,6705.5,89895.18,6.17,82371.73,Thu Aug 24 2023
19:37,0.93,10.64,4.8,8.76,9,370.92,368.71,369.59,6057,89893.77,5.24,82370.41,Thu Aug 24 2023
19:22,0.93,10.57,5,9.98,7.05,366.77,365.5,366.1,5848.5,89892.35,5.35,82369.11,Thu Aug 24 2023
19:07,0.92,10.71,4.44,10.48,7.07,367.97,365.9,367.35,5982.5,89890.9,5.47,82367.75,Thu Aug 24 2023
18:52,0.95,10.74,1.3,9.53,11,369.32,368.29,368.41,6660,89889.29,6.3,82366.23,Thu Aug 24 2023
18:37,0.95,10.65,0.97,10.37,11.05,372.24,375.61,370.23,6930,89887.56,6.55,82364.61,Thu Aug 24 2023
18:22,0.86,6.15,2.36,9.66,8.36,373.4,376.43,370.66,5219,89886.26,4.43,82363.46,Thu Aug 24 2023
18:07,0.89,6.24,4.4,11.66,8.43,371.56,374.2,369,5651,89885,4.92,82362.36,Thu Aug 24 2023
17:52,0.91,6.34,3.06,10.05,6.84,370.54,373.15,368.34,4985,89883.83,4.45,82361.31,Thu Aug 24 2023
17:37,0.92,6.39,2.73,9.22,6.91,370.75,373.58,367.98,4815,89882.71,4.33,82360.28,Thu Aug 24 2023
17:22,0.9,6.22,1.95,8.17,8.44,369.83,372.39,367.26,4870,89881.45,4.24,82359.15,Thu Aug 24 2023
17:07,0.91,4.28,1.66,6.55,6.29,368.98,371.49,366.3,3639.5,89880.21,3.19,82358.04,Thu Aug 24 2023
16:52,0.92,4.39,4.34,9.1,6.34,389.94,391.87,387.34,4458,89879.15,3.9,82357.07,Thu Aug 24 2023
16:37,0.9,8.68,3.68,9.36,8.39,384.98,388.21,382.57,5903.5,89877.84,5.21,82355.89,Thu Aug 24 2023
16:22,0.87,6.29,5.13,11.24,7.28,385.59,387.8,383.08,5383.5,89876.48,4.7,82354.69,Thu Aug 24 2023
16:07,0.87,6.3,3.37,9.3,7.27,384.69,386.4,382.11,5066.5,89875.23,4.29,82353.59,Thu Aug 24 2023
15:52,0.89,7.45,3.83,10.81,8.46,382.32,384.96,380.48,0,89873.95,7.18,82352.48,Thu Aug 24 2023
15:37,0.89,6.27,4.55,10.4,7.27,381.12,383.57,378.71,5238,89872.59,4.54,82351.29,Thu Aug 24 2023
15:22,0.86,6.22,2.31,8.27,7.29,381.19,383.5,378.68,4795,89871.38,4.05,82350.23,Thu Aug 24 2023
15:07,0.88,6.23,5.27,11.36,7.27,381.29,383.04,378.49,5481.5,89870.19,4.73,82349.2,Thu Aug 24 2023
14:52,0.95,10.97,5.93,10.08,5.72,369.12,372.44,366.64,5741.5,89868.86,5.34,82347.96,Thu Aug 24 2023
14:37,0.96,14.01,9.03,9.21,5.8,377.2,380.49,375.28,6309,89867.41,5.93,82346.58,Thu Aug 24 2023
14:22,0.92,10.56,4.71,10.92,7.27,375.2,377.92,373.27,7372,89865.77,6.04,82345.06,Thu Aug 24 2023
14:07,0.93,12.97,8.9,7.51,7.26,378.21,381.2,375.64,5581.5,89864.34,5.06,82343.72,Thu Aug 24 2023
13:52,0.92,12.99,8.14,8.81,7.29,378.65,381.71,376.63,6355.5,89862.85,5.73,82342.34,Thu Aug 24 2023
13:37,0.95,8.79,6.29,8.92,5.26,377.36,381.06,376.59,4462,89861.48,4.44,82341.07,Thu Aug 24 2023
13:22,0.93,10.85,5.2,7.05,8.93,379.87,382.21,376.77,5456,89860.32,5.36,82339.94,Thu Aug 24 2023
13:07,0.9,13,8.03,6.85,7.08,384.8,387.09,382.39,6001,89859.08,5.31,82338.78,Thu Aug 24 2023
12:52,0.93,10.58,6.54,7.43,7.06,377.97,379.69,375.33,5497.5,89857.59,5.01,82337.44,Thu Aug 24 2023
12:37,0.91,12.83,7.67,8.65,8.27,375.23,377.34,372.29,6400.5,89856.18,5.76,82336.11,Thu Aug 24 2023
12:22,0.92,10.44,5.5,8.37,7.16,377.08,379.84,374.85,5644,89854.7,5.14,82334.76,Thu Aug 24 2023
12:07,0.94,10.45,6.83,7.29,8.59,375.19,377.15,372.45,5685.5,89853.26,5.2,82333.43,Thu Aug 24 2023
11:52,0.95,10.98,6.81,8.29,7.04,372.7,374.42,370.27,5441.5,89851.91,5.18,82332.15,Thu Aug 24 2023
11:37,0.95,10.92,6.9,7.22,6.82,365.35,367.34,362.92,5266.5,89850.61,4.88,82330.91,Thu Aug 24 2023
11:22,0.9,6.03,2.35,7.26,7.15,365.14,367.12,362.54,4302,89849.37,3.78,82329.77,Thu Aug 24 2023
11:07,0.89,6.04,2.36,5.25,7.24,366.87,369.21,364.51,3917,89848.28,3.37,82328.8,Thu Aug 24 2023
10:52,0.89,7.86,3.43,6.21,7.2,363.7,366.05,361.36,4073,89847.2,3.61,82327.84,Thu Aug 24 2023
10:37,0.89,5.99,0.83,7.55,8.33,357.55,360.85,355.39,4532.5,89846.1,3.94,82326.87,Thu Aug 24 2023
10:22,0.97,10.39,9.19,14.51,7.25,364.95,367.78,363.37,6758,89844.61,6.35,82325.45,Thu Aug 24 2023
10:07,0.96,10.25,8.15,15.2,8.25,364.03,367.52,363.08,7115.5,89842.88,6.63,82323.8,Thu Aug 24 2023
09:52,0.96,8.49,5.81,7.85,6.29,362.27,366.55,361.32,4717,89841.46,4.41,82322.41,Thu Aug 24 2023
09:37,0.93,10.19,5.39,8.02,6.88,368.16,372.41,366.75,5342,89840.31,4.87,82321.3,Thu Aug 24 2023
09:22,0.94,8.5,6.7,5.18,10.84,364.22,367.98,361.87,5357.5,89838.88,4.9,82319.97,Thu Aug 24 2023
09:07,0.95,10.21,2.78,8.86,12.23,355.87,359.34,353.8,6445.5,89837.51,6.1,82318.69,Thu Aug 24 2023
08:52,0.97,10.64,5.48,5.83,9.54,362.87,366.49,360.84,5439.5,89836.17,5.27,82317.4,Thu Aug 24 2023
08:37,0.97,10.58,4.36,6.83,9.56,356.33,360.35,354.73,5573.5,89834.83,5.36,82316.1,Thu Aug 24 2023
08:22,0.96,10.24,1.63,9.89,11.07,364.72,368.47,361.86,6575,89833.33,6.26,82314.67,Thu Aug 24 2023
08:07,0.95,10.49,1.8,10,11.1,372.38,375.64,369.63,6820.5,89831.67,6.45,82313.1,Thu Aug 24 2023
07:52,0.94,10.5,3.34,9.96,13.08,371.15,374.57,368.57,7281.5,89829.99,6.77,82311.51,Thu Aug 24 2023
07:37,0.95,10.56,4.08,8.04,12.1,378.01,380.81,374.56,6733.5,89828.37,6.3,82309.97,Thu Aug 24 2023
07:22,0.96,10.37,4.59,7.77,11.97,362.21,365.58,358.95,6285,89826.72,5.96,82308.42,Thu Aug 24 2023
07:07,0.95,10.34,6.56,8.62,6.82,365.24,369.25,363.26,5481,89825.33,5.06,82307.11,Thu Aug 24 2023
06:52,0.96,10.5,3.04,8.77,10.9,369.05,372.96,366.42,6410.5,89823.82,6.11,82305.67,Thu Aug 24 2023
06:38,0.94,6.05,2.01,8.55,10.84,369.52,373.12,365.8,5423,89822.38,4.98,82304.29,Thu Aug 24 2023
06:23,0.96,4.21,3.5,7.4,7.97,366.16,369.43,363.04,4117.5,89821.16,3.86,82303.13,Thu Aug 24 2023
06:08,0.96,4.25,3.6,7.5,7.99,369.34,372.84,366.28,4197.5,89820.15,3.95,82302.18,Thu Aug 24 2023
05:53,0.91,6.05,3.6,5.28,4.5,372.17,375.54,369.21,3558,89819.36,3.14,82301.41,Thu Aug 24 2023
05:38,0.91,6.14,4.3,4.21,5.17,375.38,378.61,371.4,3362.5,89818.49,2.95,82300.62,Thu Aug 24 2023
05:23,0.88,6,2.7,5.31,6.72,376.96,380.43,374.36,4099,89817.5,3.43,82299.75,Thu Aug 24 2023
05:08,0.87,6.05,2.32,6.41,6.73,379.14,381.75,376.2,0,89816.51,0,82298.88,Thu Aug 24 2023
04:53,0.86,6.06,2.48,7.71,6.83,381.18,384.74,378.36,4561,89815.5,3.84,82297.99,Thu Aug 24 2023
04:38,0.86,6.1,2.52,7.78,6.69,381.96,383.4,376.2,4553,89814.46,3.83,82297.1,Thu Aug 24 2023
04:23,0.87,6.11,2.43,7.71,6.85,380.57,383.19,377.41,4534.5,89813.41,3.83,82296.2,Thu Aug 24 2023
04:08,0.86,6.13,2.43,7.71,6.88,383.55,385.86,380.04,4601.5,89812.39,3.87,82295.28,Thu Aug 24 2023
03:53,0.87,6.16,3.54,7.71,5.77,384.72,386.97,381.48,4355,89811.35,3.68,82294.38,Thu Aug 24 2023
03:38,0.87,6.13,2.53,7.85,6.89,381.86,384.21,378.67,4627,89810.31,3.86,82293.49,Thu Aug 24 2023
03:23,0.87,4.27,1.68,3.86,6.25,383.43,385.68,380,3093,89809.34,2.66,82292.63,Thu Aug 24 2023
03:08,0.86,6.15,1.14,7.77,8.3,382.76,385.56,379.17,4896,89808.37,4.11,82291.79,Thu Aug 24 2023
02:53,0.93,4.57,3.2,2.99,3.69,382.38,385.18,379.64,2483.5,89807.42,2.23,82290.95,Thu Aug 24 2023
02:38,0.9,6.28,2.79,6.57,5.58,380.29,383.59,377.76,4049,89806.61,3.57,82290.18,Thu Aug 24 2023
02:23,0.91,4.29,2.35,6.42,6.26,382.15,384.73,378.86,3739.5,89805.59,3.24,82289.3,Thu Aug 24 2023
02:08,0.94,4.29,4.75,6.63,3.78,380.63,383.08,377.75,3228.5,89804.72,2.88,82288.5,Thu Aug 24 2023
01:53,0.88,4.25,1.05,5.12,5.75,380.36,383.84,377.41,3141.5,89803.85,2.67,82287.7,Thu Aug 24 2023
01:38,0.87,6.14,3.07,6.46,5.85,383.82,386.25,380.06,4087,89802.75,3.46,82286.78,Thu Aug 24 2023
01:23,0.86,6.11,2.12,7.67,7.19,383.38,386.35,380.39,4619,89801.73,3.89,82285.89,Thu Aug 24 2023
01:08,0.88,4.26,1.5,4.06,5.19,381.6,384.56,378.46,2953,89800.75,2.52,82285.03,Thu Aug 24 2023
00:53,0.87,4.29,1.44,5.06,5.17,384.49,386.65,380.89,3218,89799.72,2.74,82284.15,Thu Aug 24 2023
00:38,0.86,6.1,1.63,6.57,8.24,382.52,384.99,379.14,4635.5,89798.62,3.88,82283.21,Thu Aug 24 2023
00:23,0.87,4.29,1.8,3.79,6.24,380.25,383.17,376.81,3026.5,89797.62,2.63,82282.34,Thu Aug 24 2023
00:08,0.86,4.32,0.59,5.14,6.3,380.27,382.94,377.28,4681.5,89796.6,3.44,82281.47,Thu Aug 24 2023
23:50,0.94,4.55,2.86,7.31,4.85,386.07,388.7,382.68,3724.5,90047.79,3.39,82512.01,Fri Aug 25 2023
23:35,0.87,6.29,1.49,8.31,6.76,382.66,385.49,380.17,4734,90046.81,4.08,82511.11,Fri Aug 25 2023
23:20,0.86,6.14,1.94,7.31,7.17,382.83,385.86,379.89,4541,90045.62,3.8,82510.1,Fri Aug 25 2023
23:05,0.88,6.12,5.55,11.39,7.15,382.13,384.54,379.92,5426.5,90044.35,4.64,82508.97,Fri Aug 25 2023
22:50,0.92,10.49,4.62,10.98,8.98,380.77,383.31,378.34,6570.5,90042.93,5.91,82507.71,Fri Aug 25 2023
22:35,0,10.57,5.86,12.24,7,379.09,381.63,376.53,0,90041.48,0,82506.33,Fri Aug 25 2023
22:20,0.94,10.56,6.6,12.21,7.19,378.08,380.6,375.77,6548,90039.98,6.02,82504.92,Fri Aug 25 2023
22:05,0.93,10.79,6.25,13.59,7.92,374.01,372.35,373.77,7055,90038.33,6.55,82503.37,Fri Aug 25 2023
21:50,0.91,10.76,3.97,10.53,8.24,379.23,377.66,378.6,6438.5,90036.8,5.79,82501.97,Fri Aug 25 2023
21:35,0.95,10.62,5.68,6.27,9.7,372.44,371.72,371.91,5942.5,90035.51,5.63,82500.75,Fri Aug 25 2023
21:20,0.96,10.59,9.08,14.36,7.12,372.66,371.08,372.57,6870,90033.86,6.42,82499.19,Fri Aug 25 2023
21:05,0.93,10.44,6.22,7.38,7.07,376.45,379.49,374.1,5431,90032.21,4.94,82497.66,Fri Aug 25 2023
20:50,0.96,11.03,8.92,6.29,6.8,373.9,377.33,372.15,5196.5,90030.81,4.79,82496.36,Fri Aug 25 2023
20:35,0.93,11.18,5.75,8.71,5.6,373.78,376.85,371.88,5486.5,90029.52,5.05,82495.15,Fri Aug 25 2023
20:20,0.91,10.47,4.89,9.38,5.79,371.71,375.1,370.08,5524,90028.24,4.99,82493.95,Fri Aug 25 2023
20:05,0.94,8.78,4.91,10.42,6.26,374.42,377.35,372.29,5508.5,90026.87,5.12,82492.7,Fri Aug 25 2023
19:50,0.95,8.79,4.85,8.51,6.26,368.07,365.89,367.6,4993.5,90025.63,4.66,82491.52,Fri Aug 25 2023
19:35,0.95,8.8,4.41,9.75,6.39,365.26,363.13,364.76,5263,90024.42,4.78,82490.36,Fri Aug 25 2023
19:20,0.92,10.5,4.39,8.6,8.11,361.5,359.42,361.56,5664,90023.09,5.15,82489.12,Fri Aug 25 2023
19:05,0.93,10.61,5.42,8.19,8.07,364.94,361.84,362.85,5621.5,90021.7,5.15,82487.84,Fri Aug 25 2023
