Description,Avg PF,Current (B),Current (N),Current (R),Current (Y),V B-R,V R-Y,V Y-B,kVA,kVAh,kW (Total),kWh,Date
19:13,0.95,13.22,9.7,17.67,8.24,372.57,374.85,375.56,8602.5,99630.17,8.08,91271.57,Thu Nov 09 2023
18:58,0.97,13.68,10.27,13.65,7.05,372.21,374.85,374.58,7511.5,99628.36,7.12,91269.85,Thu Nov 09 2023
18:43,0.91,9.66,5.08,6.71,8.32,371.22,374.9,372.95,5516.5,99626.63,4.95,91268.22,Thu Nov 09 2023
18:29,0.94,13.23,7.77,7.79,7.15,369.74,372.91,371.99,6052.5,99625.14,5.6,91266.85,Thu Nov 09 2023
18:14,0.88,6.51,1.23,7.81,8.34,369.54,371.83,370.78,4861,99623.86,4.18,91265.7,Thu Nov 09 2023
17:58,0.93,4.57,4.1,7.64,5.13,370.77,372.75,372.3,3724,99622.79,3.35,91264.75,Thu Nov 09 2023
17:43,0.89,4.55,4.4,9.5,5.98,370.93,373.34,372.4,4293.5,99621.74,3.72,91263.77,Thu Nov 09 2023
17:29,0.84,6.43,3.71,9.67,6.9,378.12,381.02,380.3,5048,99620.55,4.18,91262.73,Thu Nov 09 2023
17:14,0.82,6.49,2.5,9.79,8.3,385.85,389,387.89,5503,99619.28,4.45,91261.63,Thu Nov 09 2023
16:59,0.89,6.69,4.11,7.33,3.99,389.57,392.38,391.64,4055.5,99618.18,3.57,91260.69,Thu Nov 09 2023
16:44,0.85,6.58,3.14,8.45,6.75,387,389.74,388.71,4866.5,99617.1,4.04,91259.75,Thu Nov 09 2023
16:29,0.87,6.48,5.23,9.62,5.57,376.67,380.01,379.68,4741.5,99615.88,4.06,91258.71,Thu Nov 09 2023
16:14,0.92,6.5,11.15,16.34,6.69,377.24,379.55,379.84,6423.5,99614.68,5.76,91257.66,Thu Nov 09 2023
15:59,0.94,6.42,11.86,15.55,5.48,379.39,382.22,381.63,6010.5,99613.26,5.43,91256.32,Thu Nov 09 2023
15:44,0.85,6.49,4.2,9.72,6.66,382.11,384.39,383.77,5053.5,99612.09,4.26,91255.32,Thu Nov 09 2023
15:29,0.87,6.53,4.63,8.66,5.5,384.26,386.75,385.78,4601.5,99610.94,3.91,91254.33,Thu Nov 09 2023
15:14,0.87,6.48,3.34,8.64,6.75,380.19,383.03,381.62,4579,99609.8,4.06,91253.33,Thu Nov 09 2023
14:59,0.89,6.43,3.59,6.64,5.56,376.72,380.04,378.05,4079,99608.66,3.52,91252.34,Thu Nov 09 2023
14:44,0.94,9.11,5.78,6.67,6.77,377.9,380.57,379.13,6544,99607.4,6.02,91251.2,Thu Nov 09 2023
14:29,0.92,8.45,5.29,6.36,4.83,377.93,380.63,379.19,4588,99606,3.8,91249.91,Thu Nov 09 2023
14:14,0.96,7.22,5.78,7.68,4.68,379.87,382.62,381.66,4297.5,99604.85,4,91248.82,Thu Nov 09 2023
13:59,0.95,10.04,6.91,7.63,3.91,381.56,384.65,384.17,4851,99603.74,4.54,91247.74,Thu Nov 09 2023
13:44,0.87,9.1,3.1,8.92,6.68,384.41,386.69,386.45,5529.5,99602.42,4.8,91246.5,Thu Nov 09 2023
13:29,0.88,9.23,4.39,9.37,5.54,391.95,394.95,394.3,5436.5,99601.12,4.76,91245.34,Thu Nov 09 2023
13:14,0.88,9.55,3.58,9.39,6.75,389.37,392.13,391.32,5743.5,99599.77,4.97,91244.15,Thu Nov 09 2023
12:59,0.88,9.8,4.52,9.5,5.61,394.2,397.73,396.29,5706,99598.42,4.99,91242.95,Thu Nov 09 2023
12:44,0.88,9.76,4.77,6.53,6.76,386.63,390.15,388.96,5033.5,99597.08,4.38,91241.78,Thu Nov 09 2023
12:29,0.9,9.7,4.65,8.33,5.57,389.28,392.9,391.02,5532.5,99595.75,4.83,91240.59,Thu Nov 09 2023
12:14,0.88,9.39,3.59,7.9,6.71,383.23,386.37,385.04,5475,99594.43,4.61,91239.41,Thu Nov 09 2023
11:59,0.9,10,4.66,7.7,5.53,382.5,384.42,384.04,4975,99593.11,4.4,91238.24,Thu Nov 09 2023
11:29,0.89,10.02,3.25,8.4,6.82,380.89,383.03,382.35,5544,99590.52,4.84,91235.94,Thu Nov 09 2023
11:14,0.88,12.04,6,8.61,5.61,377.4,379.68,377.93,5878.5,99589.19,5,91234.77,Thu Nov 09 2023
10:59,0.92,9.54,6.84,3.81,5.19,376.06,378.73,377.72,4635,99588.05,3.63,91233.74,Thu Nov 09 2023
10:44,0.98,8.5,10.64,13.42,3.43,360.56,359.62,365.5,4986,99586.85,4.91,91232.56,Thu Nov 09 2023
10:29,0.98,7.48,8.53,10.84,4.54,361.98,359.98,365.85,4851,99585.56,4.51,91231.31,Thu Nov 09 2023
10:14,0.95,9.28,7.57,11.69,6.41,364.95,364.12,369.26,5678.5,99584.14,5.24,91229.95,Thu Nov 09 2023
09:59,0.94,9.29,7.22,11.63,7.38,363,361.85,367.62,5868,99582.64,5.25,91228.55,Thu Nov 09 2023
09:44,0.95,9.76,5.77,13.37,8.78,368.17,367.03,372.91,6780,99581.24,6.38,91227.22,Thu Nov 09 2023
09:29,0.95,9.34,7.5,14.37,7.88,374.36,373.57,379.02,6838.5,99579.69,6.43,91225.74,Thu Nov 09 2023
09:14,0.94,9.13,7.78,0,6.41,367.63,366.71,372.41,6171,99578.25,5.72,91224.38,Thu Nov 09 2023
08:59,0.96,9.25,8.83,14.52,6.62,360.61,363.92,362.74,6350.5,99576.67,6.06,91222.88,Thu Nov 09 2023
08:44,0.93,10.04,2.66,0,8.92,359.47,363.54,362.11,5265,99575.36,4.95,91221.65,Thu Nov 09 2023
08:29,0.91,8.75,4,8.17,12.79,367.03,370.88,368.74,6421.5,99573.76,5.82,91220.13,Thu Nov 09 2023
08:14,0,0,3.85,8.31,0,371.31,374.92,373.19,6327,99572.31,5.81,91218.77,Thu Nov 09 2023
07:59,0.94,9.34,5.79,4.77,10.44,373.3,376.62,376.06,5156,99570.96,4.84,91217.5,Thu Nov 09 2023
07:44,0.9,9.22,4.64,5.47,6.43,357.4,361.34,360.27,4406.5,99569.81,3.93,91216.41,Thu Nov 09 2023
07:29,0.91,6.93,3.13,5.65,3.28,356.76,360.89,359.59,3291,99568.82,2.98,91215.51,Thu Nov 09 2023
07:14,0.95,9.26,1.45,8.08,9.72,360.76,364.51,363.88,5681,99567.63,5.31,91214.4,Thu Nov 09 2023
06:59,0.94,8.77,4.72,4.95,12.1,366.44,369.88,368.69,5482.5,99566.18,5.12,91213.03,Thu Nov 09 2023
06:44,0.98,7.16,1.52,5,9.11,369.93,372.7,371.83,4546,99564.92,4.4,91211.82,Thu Nov 09 2023
06:29,0.96,4.44,3.78,4.83,10.36,374.24,376.96,375.64,4245,99563.82,3.96,91210.78,Thu Nov 09 2023
06:14,0.84,4.85,1.91,3.13,3.73,378.86,382.17,380.66,2256,99562.71,1.87,91209.74,Thu Nov 09 2023
05:59,0.9,8.19,5.06,3.69,3.21,376.47,380.45,378.73,4528,99561.68,3.68,91208.86,Thu Nov 09 2023
05:44,0.83,4.43,1.77,4.2,3.27,379.42,383.03,380.52,2627,99560.84,2.16,91208.11,Thu Nov 09 2023
05:29,0.82,4.44,0.6,4.25,4.52,383.57,387.11,384.88,2934,99559.9,2.38,91207.35,Thu Nov 09 2023
04:59,0.88,4.77,1.81,3.54,3.02,385.11,388.75,386.46,2525,99558.29,2.19,91205.97,Thu Nov 09 2023
04:44,0.82,6.29,2.65,6.95,5.34,382.67,385.99,384.19,4125.5,99557.56,3.36,91205.34,Thu Nov 09 2023
04:29,0.81,4.44,1.73,5.65,4.47,386.13,389.8,387.55,3256.5,99556.68,2.61,91204.63,Thu Nov 09 2023
04:14,0.82,6.37,3.53,8.12,5.36,385.73,389.41,387.66,4439,99555.81,3.59,91203.91,Thu Nov 09 2023
03:59,0.81,6.33,1.45,7.07,6.58,387.68,391.28,389.11,4523.5,99554.78,3.59,91203.07,Thu Nov 09 2023
03:44,0.82,6.38,2.8,7.02,5.4,386.49,390.2,388.66,4208,99553.6,3.42,91202.12,Thu Nov 09 2023
03:29,0.82,6.44,1.73,7.37,6.69,388.79,392.29,390.17,4599,99552.46,3.7,91201.2,Thu Nov 09 2023
03:14,0.83,4.52,2.26,4.73,3.28,387.42,391.01,389.25,2805,99551.57,2.29,91200.48,Thu Nov 09 2023
02:59,0.82,6.44,1.4,6.22,6.63,388.06,390.93,389.14,4335,99550.64,3.5,91199.69,Thu Nov 09 2023
02:29,0.83,4.5,0.86,3.75,4.61,386.79,390.34,388.26,2881.5,99548.82,2.36,91198.21,Thu Nov 09 2023
02:15,0.84,5.97,2.11,6.21,5.48,385.06,388.45,386.72,3948.5,99547.83,3.26,91197.39,Thu Nov 09 2023
02:00,0.87,6.61,3.87,3.74,5.19,385.21,388.72,386.64,3474.5,99546.91,2.97,91196.58,Thu Nov 09 2023
01:45,0.89,4.5,5.36,7.74,3.32,380.78,383.83,382.29,3428.5,99546.16,3,91195.93,Thu Nov 09 2023
01:30,0.88,4.51,4.18,7.83,4.62,383.44,386.34,385.06,3760,99545.32,3.24,91195.17,Thu Nov 09 2023
01:15,0.81,6.26,2.28,7.97,6.49,383.35,386.87,385.14,4450,99544.42,3.59,91194.41,Thu Nov 09 2023
01:00,0.82,6.24,1.3,6.84,6.6,380.39,383.99,382.44,4351.5,99543.36,3.53,91193.54,Thu Nov 09 2023
00:45,0.82,6.32,1.41,6.88,6.56,381.36,384.66,383.19,4370.5,99542.32,3.55,91192.67,Thu Nov 09 2023
00:30,0.83,6.33,1.25,6.86,6.71,376.2,379.53,378.62,4356,99541.26,3.58,91191.8,Thu Nov 09 2023
00:15,0.87,4.5,2.83,6.19,4.58,386.87,389.94,388.84,3508,99540.27,2.9,91190.98,Thu Nov 09 2023
00:00,0.85,6.37,3.54,8.66,6.68,386.72,389.84,388.39,4836,99539.18,4.05,91190.02,Thu Nov 09 2023
23:57,0.8,4.33,0.48,4.3,4.82,390.82,394.21,392.9,3054,99772.9,2.42,91399.83,Fri Nov 10 2023
23:42,0.81,6.26,2.27,8.14,7.05,387.27,390.3,389.64,4854.5,99771.84,3.89,91398.97,Fri Nov 10 2023
23:27,0.82,6.3,3.87,8.29,5.45,386.54,389.46,389.06,4492,99770.72,3.65,91398.06,Fri Nov 10 2023
23:12,0.87,4.33,2.18,6.95,6.03,384.12,386.49,384.77,3878,99769.76,3.29,91397.26,Fri Nov 10 2023
22:57,0.94,10.81,7.18,5.92,3.84,386.14,389.19,388.11,4573,99768.93,4.23,91396.48,Fri Nov 10 2023
22:42,0.91,9.38,5.77,6.18,6.54,384.38,387.09,386.89,4918.5,99767.77,4.39,91395.41,Fri Nov 10 2023
22:27,0.89,9.39,5.1,6.23,8.29,382.71,385.81,384.13,5337.5,99766.52,4.66,91394.32,Fri Nov 10 2023
22:12,0.89,12.02,7.65,7,5.33,382.28,385.31,384.57,5495.5,99765.3,4.8,91393.23,Fri Nov 10 2023
21:57,0.89,7.11,2.03,6.67,6.18,388.8,391.73,390.85,4614,99764.02,4.08,91392.1,Fri Nov 10 2023
21:42,0.91,10.25,6.04,7.98,4,385.33,388.47,388.09,4844,99762.84,4.33,91391.03,Fri Nov 10 2023
21:27,0.9,7.09,3,5.6,4.79,386.21,389.18,388.55,4425,99761.53,3.49,91389.89,Fri Nov 10 2023
21:12,0.88,8.93,2.61,8.79,7.11,386.71,389.44,389.11,5761,99760.27,4.91,91388.77,Fri Nov 10 2023
20:57,0.9,9.72,4.91,7.94,5.34,385.58,388.51,388.07,5120.5,99758.94,4.54,91387.61,Fri Nov 10 2023
20:42,0.84,10.35,3.06,9.6,9.09,383.86,387.89,387.14,6406,99757.62,5.41,91386.42,Fri Nov 10 2023
20:27,0.89,9.35,4.57,8.09,5.38,384.83,388.69,387.04,5093.5,99756.28,4.51,91385.23,Fri Nov 10 2023
20:12,0.88,9.35,2.77,9.7,8.07,383.3,386.68,385.73,6237.5,99754.9,5.29,91384,Fri Nov 10 2023
19:57,0.93,10.3,5.61,7.96,5.42,385.46,388.85,387.63,5233.5,99753.63,4.81,91382.85,Fri Nov 10 2023
19:42,0.93,10.12,5.88,10.53,5.19,388.57,391.71,390.88,5816,99752.22,5.31,91381.54,Fri Nov 10 2023
19:27,0.91,10.37,5.77,10.98,6.94,386.3,389.45,388.85,6287.5,99750.71,5.71,91380.19,Fri Nov 10 2023
19:12,0.92,7.57,3.48,8.78,6.04,381.65,385.63,384.04,5009,99749.25,4.48,91378.84,Fri Nov 10 2023
18:57,0.97,8.51,7.4,9.47,4.91,384.69,387.46,386.56,4978.5,99747.99,4.67,91377.66,Fri Nov 10 2023
18:42,0.92,9.44,5.75,9.87,6.65,380.65,383.83,383,5726.5,99746.56,5.18,91376.33,Fri Nov 10 2023
18:27,0.89,6.34,3.56,8,6.94,381.03,383.67,382.85,4690.5,99745.17,4.02,91375.06,Fri Nov 10 2023
18:12,0.87,6.31,2.77,9.02,8.22,383.92,387.1,385.9,5259,99743.83,4.43,91373.88,Fri Nov 10 2023
17:57,0.84,6.36,3.47,0,7.01,388.41,391.27,389.81,5108,99742.52,4.21,91372.72,Fri Nov 10 2023
17:42,0.86,6.38,5.01,9.35,5.51,382.22,384.89,384.36,4687,99741.24,3.95,91371.63,Fri Nov 10 2023
17:27,0.94,4.39,7.92,12.48,6.01,382.88,383.97,384.38,5046,99739.9,4.52,91370.43,Fri Nov 10 2023
17:12,0.85,6.26,3.73,9.42,6.98,378.39,380.78,380.09,4958.5,99738.6,4.17,91369.27,Fri Nov 10 2023
16:57,0,0,1.39,8.4,0,374.13,377.41,376.34,4719,99737.54,4.15,91368.32,Fri Nov 10 2023
16:42,0.87,6.74,3.18,8.62,5.37,393.01,396.57,395.06,4732,99736.47,4.08,91367.38,Fri Nov 10 2023
16:27,0.85,6.41,3.77,9.61,7.02,385.43,388.33,386.69,5133.5,99735.21,4.28,91366.32,Fri Nov 10 2023
16:12,0.86,6.34,1.83,8.76,8.4,381.08,383.97,382.29,5170,99733.99,4.35,91365.27,Fri Nov 10 2023
15:57,0.85,6.32,3.5,9.37,6.99,381.88,385.37,383.93,5018,99732.75,4.18,91364.22,Fri Nov 10 2023
15:42,0.88,4.37,2.14,7.01,6.07,381.78,385.28,383.22,3867.5,99731.66,3.3,91363.29,Fri Nov 10 2023
15:27,0.89,4.34,4.26,8.21,5.16,377.3,381.33,379.39,3864,99730.76,3.38,91362.49,Fri Nov 10 2023
15:12,0.83,6.18,2.76,8.46,6.63,377.77,381.16,379.38,4664,99729.81,3.83,91361.66,Fri Nov 10 2023
14:57,0.84,5.87,0.6,5.95,7.75,372.13,375.19,373.63,4374.5,99728.73,3.58,91360.73,Fri Nov 10 2023
14:42,0.86,6.1,1.6,4.8,7.04,366.74,370.96,368.69,3828,99727.54,3.22,91359.7,Fri Nov 10 2023
14:27,0.93,6.19,7.89,12.76,6.65,365.22,368.09,367.27,5396,99726.43,4.85,91358.71,Fri Nov 10 2023
14:12,0.84,6.19,1.52,5.09,6.89,378.31,380.92,378.86,3989.5,99725.28,3.29,91357.67,Fri Nov 10 2023
13:57,0.88,4.6,1.46,3.59,3.36,378.84,382.37,381.05,2347.5,99724.27,2.06,91356.81,Fri Nov 10 2023
13:42,0.86,6.42,0.66,7.22,6.87,380.18,383.59,382.26,4509.5,99723.37,3.85,91356.03,Fri Nov 10 2023
13:27,0.83,6.21,3.83,8.2,5.45,383.61,386.52,385.38,4431.5,99722.27,3.62,91355.09,Fri Nov 10 2023
13:12,0.82,6.14,0.29,7.05,8.15,381.45,384.78,383.18,4732.5,99721.14,3.83,91354.17,Fri Nov 10 2023
12:57,0.81,6.36,1.4,7.3,7.08,390.04,393.26,391.23,4657,99720,3.73,91353.24,Fri Nov 10 2023
12:42,0.82,6.28,1.55,8.41,8.49,385.75,389.3,386.84,5170.5,99718.83,4.18,91352.26,Fri Nov 10 2023
12:27,0.85,6.33,4.31,9.76,6.74,382.92,385.83,385.43,5069,99717.66,4.24,91351.28,Fri Nov 10 2023
12:12,0.86,6.31,5.44,9.8,5.58,379.27,383.75,381.92,4781,99716.47,4.05,91350.25,Fri Nov 10 2023
11:57,0.88,2.6,2.87,7.23,6.06,379.62,382.79,381.18,3492,99715.3,3.02,91349.25,Fri Nov 10 2023
11:42,0.97,4.55,11.45,16.83,7.71,373.22,376.11,375.91,6279,99714.19,5.9,91348.19,Fri Nov 10 2023
11:27,0.87,6.37,2.97,9.74,8.13,376.76,379.69,378.35,5293,99713.07,4.51,91347.15,Fri Nov 10 2023
11:12,0.9,6.51,6.61,10.78,5.49,359.59,358.97,363.97,4708,99711.81,4.17,91346.02,Fri Nov 10 2023
10:57,0.96,10.58,6.96,8.28,5.12,366.78,366.8,371.04,5088,99710.59,4.78,91344.87,Fri Nov 10 2023
10:42,0.93,9.95,5.44,10.43,8.99,364.21,363.42,368.12,5602.5,99709.31,5.03,91343.68,Fri Nov 10 2023
10:27,0.93,9.1,4.51,10.47,8.29,362.56,362.49,366.97,5996,99707.84,5.5,91342.32,Fri Nov 10 2023
10:12,0.97,7.94,6.83,8.2,3.37,362.61,365.87,365.29,3934.5,99706.52,3.77,91341.07,Fri Nov 10 2023
09:57,0.91,9.38,4.4,12.34,9.09,357.69,361.38,360.43,6416.5,99705.2,5.73,91339.83,Fri Nov 10 2023
09:43,0.92,8.89,4.84,12.32,8.05,363.53,366.78,365.86,6377.5,99703.9,5.81,91338.62,Fri Nov 10 2023
09:13,0.92,9.59,5.07,10.83,6.55,360.66,364.48,363.78,5664.5,99700.98,5.16,91335.85,Fri Nov 10 2023
08:58,0.94,9.68,2.25,10.26,9.61,365.69,368.95,368.41,6152.5,99699.57,5.7,91334.54,Fri Nov 10 2023
08:43,0.93,9.71,1.39,0,9.54,367.98,371.09,370.81,5984.5,99698.07,5.55,91333.13,Fri Nov 10 2023
08:28,0.95,9.14,5.09,8.86,15.19,370.49,373.57,373.26,7386.5,99696.55,6.9,91331.7,Fri Nov 10 2023
08:13,0.94,10.19,3.16,8.79,13.46,371.07,374.01,373.51,6695.5,99694.8,6.22,91330.04,Fri Nov 10 2023
07:58,0.95,9.79,1.6,8.91,10.87,374.41,377.75,377.75,6213,99693.28,5.9,91328.59,Fri Nov 10 2023
07:43,0.97,8,2.21,9.95,10.29,375.84,378.09,378.35,6140,99691.88,5.92,91327.24,Fri Nov 10 2023
07:28,0.96,6.51,5.69,9.95,5.13,358.9,361.11,361.57,4640,99690.79,4.36,91326.19,Fri Nov 10 2023
07:13,0.94,8.89,3.16,8.66,13.49,363.75,366.45,366.01,6543.5,99689.39,6.13,91324.86,Fri Nov 10 2023
06:58,0.97,6.61,1.72,5.58,9.2,368.25,371.24,371.32,4550,99687.9,4.38,91323.46,Fri Nov 10 2023
06:43,0.96,8.07,4.84,5.15,11.75,369.97,372.34,371.44,5341,99686.44,5.11,91322.08,Fri Nov 10 2023
06:13,0.87,4.4,0.86,5.21,6.13,379.48,382.54,381.6,3468,99683.88,2.94,91319.68,Fri Nov 10 2023
05:58,0.87,6.26,2.68,8.01,6.92,375.91,378.94,378.71,4239,99682.81,3.59,91318.77,Fri Nov 10 2023
05:43,0.86,4.38,0.74,4.52,6.1,377.52,380.19,379.68,3274.5,99681.84,2.76,91317.93,Fri Nov 10 2023
05:28,0.86,6.35,2.91,8.48,7.04,380.95,383.59,383.13,4815.5,99680.81,4.05,91317.04,Fri Nov 10 2023
05:13,0.84,6.17,2.73,9.5,8.14,381.93,384.87,383.67,5280.5,99679.84,4.36,91316.2,Fri Nov 10 2023
04:58,0.88,6.43,2.68,7.1,5.37,382.16,385.17,384.72,4192.5,99678.94,3.65,91315.41,Fri Nov 10 2023
04:43,0.86,4.41,2.57,5.96,4.52,384.36,386.79,385.63,3302,99678.02,2.79,91314.57,Fri Nov 10 2023
04:28,0.84,6.32,3.88,9.54,6.98,384.49,387.87,387.24,5088.5,99677.06,4.23,91313.77,Fri Nov 10 2023
04:13,0.86,4.43,2.62,5.96,4.54,385.73,389.25,387.53,3340.5,99676.1,2.82,91312.93,Fri Nov 10 2023
03:58,0.86,4.44,3.25,7.13,4.95,385.57,388.62,387.4,3687.5,99675.08,3.13,91312.06,Fri Nov 10 2023
03:43,0.86,6.46,2.7,7.29,6.74,385.23,388.09,386.82,4588.5,99674.08,3.84,91311.2,Fri Nov 10 2023
03:28,0.86,6.4,2.3,7.36,7.03,385.36,388.23,386.78,4623.5,99673.1,3.88,91310.36,Fri Nov 10 2023
03:13,0.86,4.48,1.17,6.03,6.18,384.27,387.22,386.83,3688.5,99672.04,3.11,91309.46,Fri Nov 10 2023
02:58,0.86,4.46,1.75,3.82,4.95,383.34,385.85,384.98,4205.5,99670.95,3.03,91308.53,Fri Nov 10 2023
02:43,0.86,6.41,2.47,5.29,8.26,381.84,384.02,384.21,4423,99669.97,3.67,91307.69,Fri Nov 10 2023
02:28,0.88,6.46,4.23,7.9,5.56,381.73,384.58,383.74,4385.5,99668.83,3.75,91306.7,Fri Nov 10 2023
02:13,0.86,4.38,0.88,5.05,6.04,382.53,385.06,384.52,3432.5,99667.77,2.88,91305.79,Fri Nov 10 2023
01:58,0.89,7.57,4.39,7.61,5.18,381.24,384.41,382.96,4215.5,99666.59,3.97,91304.79,Fri Nov 10 2023
01:43,0.9,4.52,3.52,8.29,6.09,380.37,382.56,382.79,4179.5,99665.6,3.62,91303.89,Fri Nov 10 2023
01:28,0.91,4.52,4.86,8.42,4.89,385.61,388,387.07,3977,99664.56,3.5,91302.96,Fri Nov 10 2023
01:13,0.85,6.4,1.61,8.45,8.28,383.16,386.22,384.94,5123.5,99663.57,4.28,91302.08,Fri Nov 10 2023
00:58,0.86,4.5,2.01,7.08,6.2,379.5,381.72,381.37,3917,99662.44,3.33,91301.11,Fri Nov 10 2023
00:43,0.85,6.44,2.65,9.61,8.27,382.37,384.88,384.51,5390.5,99661.42,4.5,91300.23,Fri Nov 10 2023
00:28,0.86,4.55,1.97,7.11,6.23,382.69,385.16,384.21,4436.5,99660.22,3.65,91299.21,Fri Nov 10 2023
00:13,0.86,6.45,2.82,8.51,7.08,382.72,385.3,384.28,4899.5,99659.19,4.13,91298.3,Fri Nov 10 2023
23:55,0.87,6.62,6.56,11.85,7.02,389.55,388.9,393.39,5745,99895.59,4.9,91509.52,Sat Nov 11 2023
23:40,0.9,6.73,4.04,10.58,6.76,390.92,390.01,394.48,5397.5,99894.32,4.76,91508.39,Sat Nov 11 2023
23:25,0.97,4.77,5.55,11.18,6.21,390.93,389.79,394,4978,99893.29,4.74,91507.43,Sat Nov 11 2023
23:10,0.94,4.52,7.37,10.17,4.56,385.09,383.66,389.1,4105,99892.24,3.83,91506.41,Sat Nov 11 2023
22:55,0.89,6.33,4.73,8.99,6.77,388.5,389.9,389.57,4964,99891.12,4.22,91505.41,Sat Nov 11 2023
22:40,0.89,6.31,3.5,8.98,8.03,386.34,387.91,387.79,5208.5,99889.93,4.42,91504.34,Sat Nov 11 2023
22:25,0.89,8.83,6.78,8.99,6.52,384.84,386.57,385.91,5403.5,99888.69,4.63,91503.26,Sat Nov 11 2023
22:10,0.93,4.43,4.26,6.77,4.55,382.16,384.48,384.56,3493.5,99887.43,3.07,91502.14,Sat Nov 11 2023
21:55,0.88,6.36,5.68,10.86,6.86,385.48,387.06,386.61,5359.5,99886.17,4.61,91501.03,Sat Nov 11 2023
21:40,0.88,6.39,4.17,10.62,8.17,384.84,386.72,386.39,5603,99884.83,4.78,91499.83,Sat Nov 11 2023
21:25,0.93,6.43,14.15,19.05,6.65,384.52,385.54,386.64,7099,99883.27,6.38,91498.41,Sat Nov 11 2023
21:10,0.89,6.35,5.77,10.64,6.63,381.26,382.93,382.83,5226.5,99881.77,4.51,91497.04,Sat Nov 11 2023
20:55,0.88,6.4,4.5,10.94,8.18,381.37,383.14,383.53,5623,99880.43,4.84,91495.85,Sat Nov 11 2023
20:40,0.91,6.52,3.92,9.86,6.65,383.89,385.83,385.79,5125.5,99879.12,4.56,91494.67,Sat Nov 11 2023
20:25,0.91,6.52,4.41,10.98,6.71,378.54,379.89,380.92,5326,99877.89,4.77,91493.56,Sat Nov 11 2023
20:10,0.89,6.37,6.86,12.06,6.64,382.1,383.47,383.64,5507,99876.62,4.79,91492.4,Sat Nov 11 2023
19:55,0.88,6.43,5.46,12.13,8.16,381.02,382.73,383,5858.5,99875.29,5.06,91491.22,Sat Nov 11 2023
19:40,0.9,4.39,4.83,9.71,6.1,380.03,382.05,382.33,4448.5,99873.94,3.89,91490.04,Sat Nov 11 2023
19:25,0.95,4.43,10.46,12.45,3.26,378.82,380.43,381.24,4363.5,99872.88,4,91489.03,Sat Nov 11 2023
19:10,0.92,6.32,6.67,9.79,5.34,378.38,380.37,380.5,4583.5,99871.79,4.03,91488.02,Sat Nov 11 2023
18:55,0.91,6.31,4.93,9.38,6.79,376.71,378.66,378.24,4894.5,99870.54,4.29,91486.87,Sat Nov 11 2023
18:40,0.92,6.31,4.88,9.42,6.81,372.13,373.68,373.4,4861.5,99869.28,4.27,91485.74,Sat Nov 11 2023
18:25,0.94,10.11,5.67,10.51,7.36,372.66,374.68,374.17,6044,99868,5.58,91484.58,Sat Nov 11 2023
18:10,0.94,10.07,7.11,10.53,5.69,373.52,376.54,376.04,5696,99866.61,5.29,91483.3,Sat Nov 11 2023
17:55,0.93,6.31,7.06,12.33,8.3,374.86,377.21,377.3,5547,99865.29,5.86,91482.1,Sat Nov 11 2023
17:40,0.93,6.44,5.21,10.27,5.61,378.55,381.21,380.42,4891,99864.04,4.42,91480.96,Sat Nov 11 2023
17:25,0.93,6.46,5.15,10.28,5.65,373.49,376.4,375.57,4882.5,99862.85,4.44,91479.85,Sat Nov 11 2023
17:10,0.9,6.34,8.23,12.44,5.69,378.51,381.41,380.4,5350.5,99861.59,4.71,91478.69,Sat Nov 11 2023
16:55,0.89,6.51,8.26,12.46,5.8,389.77,393.19,392.3,5581.5,99860.21,4.82,91477.47,Sat Nov 11 2023
16:40,0.87,6.47,6.83,12.48,7.19,390.46,393.03,392.09,5917,99858.84,5.04,91476.26,Sat Nov 11 2023
16:25,0.88,6.49,6.79,12.48,7.26,389.19,391.79,391.05,5945.5,99857.46,5.07,91475.05,Sat Nov 11 2023
16:10,0.94,8.01,14.74,18.28,5.54,389.68,391.2,391,7121,99855.94,6.45,91473.67,Sat Nov 11 2023
15:55,0.94,4.48,8.37,11.48,4.6,391.6,393.75,392.54,4651,99854.67,4.16,91472.46,Sat Nov 11 2023
15:26,0.87,6.42,5.9,12.63,8.3,391.63,394.41,392.88,6185.5,99852.07,5.27,91470.14,Sat Nov 11 2023
15:11,0.89,6.37,5.69,10.78,7.17,391.71,394.64,392.72,5516.5,99850.65,4.75,91468.89,Sat Nov 11 2023
14:56,0.9,6.34,6.1,10.81,6.79,388.36,390.86,390.16,5382,99849.26,4.64,91467.66,Sat Nov 11 2023
14:41,0.93,6.42,5.34,8.51,5.34,388.43,393.58,391.21,4597.5,99847.94,4.11,91466.47,Sat Nov 11 2023
14:26,0.93,6.57,5.43,9.78,5.49,390.53,392.79,391.25,4899.5,99846.72,4.41,91465.35,Sat Nov 11 2023
14:11,0.88,6.48,4.5,10.73,8.31,390.86,393.16,392.37,5789,99845.38,4.89,91464.15,Sat Nov 11 2023
13:56,0.92,10.2,5.76,11.56,7.34,392.84,395.54,394.86,6648.5,99843.9,5.98,91462.83,Sat Nov 11 2023
13:41,0.88,6.51,6.53,11.61,6.87,392.57,395.06,394.7,5646.5,99842.37,4.84,91461.43,Sat Nov 11 2023
13:26,0.87,6.53,7.14,12.72,7.12,395.23,398.41,397,6058.5,99840.98,5.14,91460.22,Sat Nov 11 2023
13:11,0.87,6.5,5.93,12.69,8.32,390.93,393.56,392.61,6236.5,99839.56,5.29,91458.96,Sat Nov 11 2023
